"Paper_number","Paper_ID","Synthesis_type","Title","Author","N_Studies","N_Pairwise_comparisons","Year_range","Language_range","Country_range","Latitude","Longitude","Biome","Model","Commodity","Crop","magpie_class","Kingdom","Phylum","Class","Order","Family","Genus_Species","Functional_group","Comparison_.control.vs.ps2.","Control","Landuse","agricultural_system","Practice","Practice_detail","Crop.1","Cover_crop","Bt_type","biodiversity_metric_category","Biodiversity_measure","ID","Effect_size","Sample_size","LRR","Percentage_change","p.value","SD","SE","Lower_CI","Upper_CI","Extracted_from","Reference","CA_score","Comments","Weight","Treatment"
24,"Fitzherbert.E","Review","How will oil palm expansion affect
biodiversity?","Emily B. Fitzherbert1,2, Matthew J. Struebig3, Alexandra Morel4, Finn Danielsen5,
Carsten A. Bru¨ hl6, Paul F. Donald7 and Ben Phalan",11,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Oil_palm","Oil crops","Animal","Chordata","Birds",NA,NA,NA,NA,"Conventional.vs.Disturbed_forest","conventional","Cropland","Disturbed_forest","Conventional","Conventional","Oil_Palm",NA,NA,"diversity","Relative_species_richness",296,"Percentage_change",1,0,175,NA,NA,NA,NA,NA,"Fig_2","Danielsen, F. and Heegaard, M. (1995)",NA,NA,1,"Conventional"
99,"Mandal.A","Review","Impact of genetically modified crops on rhizosphere microorganisms and processes: A review focusing on Bt cotton","A. Mandal; B. Sarkar; G. Owens; J. K. Thakur; M. C. Manna; N. K. Niazi; S. Jayaraman; A. K. Patra",26,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Cotton","Oil crops","Microbes","Rhyzosphere_microbes",NA,NA,NA,NA,NA,"Bt.vs.Non_Bt","Non_Bt","Cropland","Transgenic","Bt","Bt","Bt_Cotton",NA,NA,"Enzymatic_activity","microbial quotient (MQ)",162,"Percentage_change",1,0.314810739840034,137,NA,NA,NA,NA,NA,"Page_6","(Sarkar et al., 2009).",NA,NA,1,"Transgenic"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Oils_fats","Soybean","Oil crops","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Soy","Wheat",NA,"biomass","Biomass",107,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Mixed"
99,"Mandal.A","Review","Impact of genetically modified crops on rhizosphere microorganisms and processes: A review focusing on Bt cotton","A. Mandal; B. Sarkar; G. Owens; J. K. Thakur; M. C. Manna; N. K. Niazi; S. Jayaraman; A. K. Patra",26,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Sunflower","Oil crops","Plantae","Sunflower","Magnoliopsida","Asterales","Asteraceae","Helianthus annuus L.",NA,"Bt.vs.Non_Bt","Non_Bt","Cropland","Transgenic","Bt","Bt","Bt_Sunflower",NA,NA,"reproduction","Seeds",147,"Percentage_change",1,0,150,NA,NA,NA,NA,NA,"Page_4","Lottmann et al., 1999).",NA,NA,1,"Non_Bt"
24,"Fitzherbert.E","Review","How will oil palm expansion affect
biodiversity?","Emily B. Fitzherbert1,2, Matthew J. Struebig3, Alexandra Morel4, Finn Danielsen5,
Carsten A. Bru¨ hl6, Paul F. Donald7 and Ben Phalan",11,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Oil_palm","Oil crops","Animal","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,"Conventional.vs.Primary_vegetation","conventional","Cropland","Primary_vegetation","Conventional","Conventional","Oil_Palm",NA,NA,"diversity","Relative_species_richness",293,"Percentage_change",1,0,181.3057521,NA,NA,NA,NA,NA,"Fig_2","Koh, L.P. and Wilcove, D.S. (2008)",NA,NA,1,"Conventional"
9,"Gatehouse.A","Review","Insect-resistant biotech crops and their impacts on beneficial arthropods","A. M. R. Gatehouse; N. Ferry; M. G. Edwards; H. A. Bell",32,"NA",NA,NA,NA,NA,NA,NA,NA,"Roots_tubers","Potato","Other annual crops","Animal","Arthropoda","Insecta","Coleoptera","Carabidae","Nebria brevicollis",NA,"Conventional.vs.GM","Conventional","Cropland","Transgenic","Bt","Bt","Bt_Potato",NA,"Bt","survival","Egg_viability",204,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Page_9","Ferry, N., Mulligan, E. A., Majerus, M. E. N. & Gatehouse,
A. M. R. 2007 Bitrophic and tritrophic effects of
Bt Cry3A transgenic potato on beneficial, non-target,
beetles. Transgenic Res. 16, 795–812. (doi:10.1007/
s11248-007-9088-9)",NA,NA,1,"Transgenic"
97,"Hokkanen.M","Review","Developing ecostacking techniques for pollen beetle management in oilseed rape","H. M. T. Hokkanen; I. Menzler-Hokkanen",4,"NA",NA,NA,"Europe","4.56938","102.26568",".",NA,"Oils_fats","Rape_seed","Oil crops","Animal","Arthropoda","Insecta","Coleoptera","Nitidulidae","Brassicogethes 
aeneus",NA,"Biocontrol","ipm","Cropland","Conventional","Biocontrol","Biocontrol","Rape_seed",NA,NA,"efficiency","Weight",344,"Percentage_change",1,0.122217632724249,113,NA,NA,NA,NA,NA,"Page_4_5","Hokkanen and Lipa 1995",NA,NA,1,"Conventional"
20,"Roy.S","Review","Soil Arthropods in Maintaining Soil Health: Thrust Areas for Sugarcane Production Systems","S. Roy; M. M. Roy; A. K. Jaiswal; A. Baitha",6,"NA",NA,NA,NA,NA,NA,NA,NA,"Sugar","Sugarcane","Sugar Crops","Animal","Insecta","Insecta","Lepidoptera",NA,NA,NA,"Burning","Conservation","Cropland","traditional","Burning","Burning","Sugarcane",NA,NA,"diversity","Diversity",263,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Page_7","Srikanth et al. 1997; Sajjad et al. 2012",NA,NA,1,"Traditional"
9,"Gatehouse.A","Review","Insect-resistant biotech crops and their impacts on beneficial arthropods","A. M. R. Gatehouse; N. Ferry; M. G. Edwards; H. A. Bell",32,"NA",NA,NA,NA,NA,NA,NA,NA,"Fruit","Strawberry","Other perennial crops","Animal","Arthropoda","Insecta","Coleoptera","Carabidae",NA,"Predators","GM","Conventional","Cropland","Transgenic","GM","GM","Gm_Strawberry",NA,"CpTI","diversity","Abundance",244,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Table_2","Graham et al. [99]",NA,NA,1,"Conventional"
9,"Gatehouse.A","Review","Insect-resistant biotech crops and their impacts on beneficial arthropods","A. M. R. Gatehouse; N. Ferry; M. G. Edwards; H. A. Bell",32,"NA",NA,NA,NA,NA,NA,NA,NA,"Roots_tubers","Potato","Other annual crops","Animal","Arthropoda","Insecta","Hymenoptera","Eulophidae","Eulophus pennicornis","Parasitoids","GM","Conventional","Cropland","Transgenic","GM","GM","GM_Potato",NA,"CpTI","efficiency","Parasitism",211,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Table_1","Bell et al.",NA,NA,1,"Conventional"
24,"Fitzherbert.E","Review","How will oil palm expansion affect
biodiversity?","Emily B. Fitzherbert1,2, Matthew J. Struebig3, Alexandra Morel4, Finn Danielsen5,
Carsten A. Bru¨ hl6, Paul F. Donald7 and Ben Phalan",11,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Oil_palm","Oil crops","Animal","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,"Conventional.vs.Primary_vegetation","conventional","Cropland","Primary_vegetation","Conventional","Conventional","Oil_Palm",NA,NA,"diversity","Relative_species_richness",293,"Percentage_change",1,0.595014658241294,181.3057521,NA,NA,NA,NA,NA,"Fig_2","Koh, L.P. and Wilcove, D.S. (2008)",NA,NA,1,"Primary_vegetation"
99,"Mandal.A","Review","Impact of genetically modified crops on rhizosphere microorganisms and processes: A review focusing on Bt cotton","A. Mandal; B. Sarkar; G. Owens; J. K. Thakur; M. C. Manna; N. K. Niazi; S. Jayaraman; A. K. Patra",26,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Cotton","Oil crops","Microbes","Rhyzosphere_microbes",NA,NA,NA,NA,NA,"Bt.vs.Non_Bt","Non_Bt","Cropland","Transgenic","Bt","Bt","Bt_Cotton",NA,NA,"Enzymatic_activity","dehydrogenase activity",171,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Page_6","Mina et al. (2011)",NA,NA,1,"Non_Bt"
88,"Dinardo-Miranda.L","Review","Sugarcane straw and the populations of pests and nematodes","L. L. Dinardo-Miranda; J. V. Fracasso",1,"NA",NA,NA,"Brasil","4.56938","102.26568",".",NA,"Sugar","Sugarcane","Sugar Crops","Animal","Arthropoda","Insecta","Isoptera","Blatodea","Termite",NA,"Conservation","Traditional","Cropland","Conservation","Conservation","Straw_mulch","Sugarcane",NA,NA,"diversity","Abundance",132,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Page_5","Dinardo-Miranda, 2008",NA,NA,1,"Traditional"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Cereals_grains","Sorghum","Cereals","Bacteria",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Sorghum","Rye",NA,"diversity","ACE",96,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Mixed"
24,"Fitzherbert.E","Review","How will oil palm expansion affect
biodiversity?","Emily B. Fitzherbert1,2, Matthew J. Struebig3, Alexandra Morel4, Finn Danielsen5,
Carsten A. Bru¨ hl6, Paul F. Donald7 and Ben Phalan",11,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Oil_palm","Oil crops","Animal","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,"Conventional.vs.Disturbed_forest","conventional","Cropland","Disturbed_forest","Conventional","Conventional","Oil_Palm",NA,NA,"diversity","Relative_species_richness",303,"Percentage_change",1,0.485507815781701,162.5,NA,NA,NA,NA,NA,"Fig_2","Hassall, M. et al. (2006)",NA,NA,1,"Disturbed_forest"
24,"Fitzherbert.E","Review","How will oil palm expansion affect
biodiversity?","Emily B. Fitzherbert1,2, Matthew J. Struebig3, Alexandra Morel4, Finn Danielsen5,
Carsten A. Bru¨ hl6, Paul F. Donald7 and Ben Phalan",11,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Oil_palm","Oil crops","Animal","Arthropoda","Insecta","Hymenoptera","Formicidae",NA,NA,"Conventional.vs.Primary_vegetation","conventional","Cropland","Primary_vegetation","Conventional","Conventional","Oil_Palm",NA,NA,"diversity","Relative_species_richness",288,"Percentage_change",1,0.339486758381384,140.4226698,NA,NA,NA,NA,NA,"Fig_2","Room, P.M. (1975)",NA,NA,1,"Primary_vegetation"
3,"Verret.V","Meta-Analysis","Can legume companion plants control weeds without decreasing crop yield? A meta-analysis","V. Verret; A. Gardarin; E. Pelzer; S. Mediene; D. Makowski; M. Valantin-Morison",34,"476","1984-2015",NA,"Argentina_Austria_Canada_Denmark_East.Timor_Estonia_France_Germany_Iran_Italy_Japan_Lithuania_Mexico_Nigeria_Norway_Sweeden_USA",".",".",".","Fixed_effects","Cereals_grains","Straw_cereals","Cereals","Plantae","Weed",NA,NA,NA,NA,NA,"Conventional_NonWeeded.vs.Cover_crop","Conventional_NonWeeded","Cropland","Conservation","Cover_crop","Cover_crop","Straw","Synchronised_sowing",NA,"biomass","Biomass_ratio",32,"LRR",34,0.534300792,NA,NA,NA,0.127887567,NA,NA,"Fig.4_a","Verret.V_Fig.4_a.PNG",NA,NA,34,"Conservation"
9,"Gatehouse.A","Review","Insect-resistant biotech crops and their impacts on beneficial arthropods","A. M. R. Gatehouse; N. Ferry; M. G. Edwards; H. A. Bell",32,"NA",NA,NA,NA,NA,NA,NA,NA,"Cereals_grains","Maize","Cereals","Animal","Arthropoda","Insecta","Heteroptera",NA,NA,"Predators","Bt","Conventional","Cropland","Transgenic","Bt","Bt","Bt_Maize",NA,"Cry1Ab","unclassified","Effect",225,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Table_2","Pilcher et al. [78",NA,NA,1,"Conventional"
28,"Kropm.B","Review","Carabid beetles in sustainable agriculture: A review on pest control efficacy, cultivation impacts and enhancement","B. Kromp",8,"NA","1994",NA,NA,NA,NA,NA,NA,"Cereals_grains","Barley","Cereals","Animal","Arthropoda","Insecta","Coleoptera","Carabidae",NA,NA,"Organic.vs.Conventional","Conventional","Cropland","Organic","Organic","Organic","Barley",NA,NA,"diversity","Abundance",47,"Percentage_change",1,0.405465108108164,150,NA,NA,NA,NA,NA,NA,"House and Parmalee (1985)",NA,NA,1,"Sustainable"
36,"Delaquis.E","Meta-Analysis","On-farm diversity offsets environmental pressures in tropical agro-ecosystems: A synthetic review for cassava-based systems","E. Delaquis; S. de Haan; K. A. G. Wyckhuys",23,"NA","1975–2015",NA,"Americas",NA,NA,NA,"Vote_count","Roots_tubers","Cassava","Other perennial crops","Animal","Arthropoda","Insecta","Lepidoptera","Pyralidae","Chilomima clarkei","Pest","Intercrop.vs.Monoculture","mixed","Cropland","Monoculture","Intercrop","Intercrop","Cassava",NA,NA,"unclassified","Pest_indicators",324,"Percentage_change",23,0.478333154481054,161.33828996,NA,NA,NA,NA,NA,"Figure_4",NA,NA,NA,23,"Conventional"
3,"Verret.V","Meta-Analysis","Can legume companion plants control weeds without decreasing crop yield? A meta-analysis","V. Verret; A. Gardarin; E. Pelzer; S. Mediene; D. Makowski; M. Valantin-Morison",34,"476","1984-2015",NA,"Argentina_Austria_Canada_Denmark_East.Timor_Estonia_France_Germany_Iran_Italy_Japan_Lithuania_Mexico_Nigeria_Norway_Sweeden_USA",".",".",".","Fixed_effects","Cereals_grains","Maize","Cereals","Plantae","Weed",NA,NA,NA,NA,NA,"Conventional_NonWeeded.vs.Cover_crop","Conventional_NonWeeded","Cropland","Conservation","Cover_crop","Cover_crop","Maize","Synchronised_sowing",NA,"biomass","Biomass_ratio",35,"LRR",34,0.270448549,NA,NA,NA,0.070674708,NA,NA,"Fig.4_a","Verret.V_Fig.4_a.PNG",NA,NA,34,"Conservation"
39,"Morales.M","Review","Effect of winter cover crops on the soil microbiome: a systematic literature review","M. E. Morales; G. A. Iocoli; M. B. Villamil; M. C. Zabaloy",22,"NA",NA,"English_Spanish","Argentina_Australia_Brasil_Spain_South.Africa",".",NA,NA,NA,"Oils_fats","Cotton","Oil crops","Mycorrhizal_fungi",NA,NA,NA,NA,NA,NA,"Rotation.vs.Fallow","Fallow","Cropland","mixed","Rotation","Rotation","Cotton","Clover",NA,"development","Mycorrhiza_hifa_length",69,"Percentage_change",1,0,140,NA,NA,NA,NA,NA,"Results",NA,NA,NA,1,"Fallow"
70,"Fargione.J","Review","The Ecological Impact of Biofuels","J. E. Fargione; R. J. Plevin; J. D. Hill",1,"NA","2009","English","South.East_Asia",NA,NA,NA,NA,"Oils_fats","Oil_palm","Oil crops","Plantae","Liana",NA,NA,NA,NA,NA,"Conventional","conventional","Cropland","Primary_forest","Conventional","Conventional","Oil_palm",NA,NA,"diversity","Abundance",335,"Percentage_change",1,0.693147180559945,200,NA,NA,NA,NA,NA,"Page_20","Danielsen et al. 2009).",NA,NA,1,"Primary_vegetation"
99,"Mandal.A","Review","Impact of genetically modified crops on rhizosphere microorganisms and processes: A review focusing on Bt cotton","A. Mandal; B. Sarkar; G. Owens; J. K. Thakur; M. C. Manna; N. K. Niazi; S. Jayaraman; A. K. Patra",26,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Cotton","Oil crops","Microbes",NA,NA,NA,NA,NA,NA,"Bt.vs.Non_Bt","Non_Bt","Cropland","Transgenic","Bt","Bt","Bt_Cotton",NA,NA,"diversity","Population",189,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Table_5","Knox et al. (2014)",NA,NA,1,"Transgenic"
36,"Delaquis.E","Meta-Analysis","On-farm diversity offsets environmental pressures in tropical agro-ecosystems: A synthetic review for cassava-based systems","E. Delaquis; S. de Haan; K. A. G. Wyckhuys",23,"NA","1975–2015",NA,"Africa",NA,NA,NA,"Vote_count","Roots_tubers","Cassava","Other perennial crops","Animal","Arthropoda","Insecta","Homoptrea","Whitefly",NA,"Pest","Intercrop.vs.Monoculture","mixed","Cropland","Monoculture","Intercrop","Intercrop","Cassava",NA,NA,"unclassified","Pest_indicators",309,"Percentage_change",23,0,127,NA,NA,NA,NA,NA,"Page_231",NA,NA,NA,23,"Mixed"
36,"Delaquis.E","Meta-Analysis","On-farm diversity offsets environmental pressures in tropical agro-ecosystems: A synthetic review for cassava-based systems","E. Delaquis; S. de Haan; K. A. G. Wyckhuys",23,"NA","1975–2015",NA,"Africa",NA,NA,NA,"Vote_count","Roots_tubers","Cassava","Other perennial crops","Animal","Arthropoda","Insecta","Hemiptera","Pseudococcidae","Phenacoccus manihoti","Pest","Intercrop.vs.Monoculture","mixed","Cropland","Monoculture","Intercrop","Intercrop","Cassava",NA,NA,"unclassified","Pest_indicators",320,"Percentage_change",23,0.332881090883485,139.49814126,NA,NA,NA,NA,NA,"Figure_4",NA,NA,NA,23,"Conventional"
99,"Mandal.A","Review","Impact of genetically modified crops on rhizosphere microorganisms and processes: A review focusing on Bt cotton","A. Mandal; B. Sarkar; G. Owens; J. K. Thakur; M. C. Manna; N. K. Niazi; S. Jayaraman; A. K. Patra",26,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Cotton","Oil crops","Microbes","Rhyzosphere_microbes",NA,NA,NA,NA,NA,"Bt.vs.Non_Bt","Non_Bt","Cropland","Transgenic","Bt","Bt","Bt_Cotton",NA,NA,"Enzymatic_activity","microbial quotient (MQ)",162,"Percentage_change",1,0.314810739840034,137,NA,NA,NA,NA,NA,"Page_6","(Sarkar et al., 2009).",NA,NA,1,"Transgenic"
97,"Hokkanen.M","Review","Developing ecostacking techniques for pollen beetle management in oilseed rape","H. M. T. Hokkanen; I. Menzler-Hokkanen",4,"NA",NA,NA,"Europe","4.56938","102.26568",".",NA,"Oils_fats","Rape_seed","Oil crops","Animal","Arthropoda","Insecta","Coleoptera","Nitidulidae","Brassicogethes 
aeneus",NA,"Biocontrol","ipm","Cropland","Conventional","Biocontrol","Entomopathogenic_mematodes","Rape_seed",NA,NA,"efficiency","Adult_emergance",343,"Percentage_change",1,0.667829372575655,195,NA,NA,NA,NA,NA,"Page_4_5","Hokkanen 2008",NA,NA,1,"Conventional"
20,"Roy.S","Review","Soil Arthropods in Maintaining Soil Health: Thrust Areas for Sugarcane Production Systems","S. Roy; M. M. Roy; A. K. Jaiswal; A. Baitha",6,"NA",NA,NA,NA,NA,NA,NA,NA,"Sugar","Sugarcane","Sugar Crops","Animal","Arthropoda","Insecta","Othoptera",NA,NA,NA,"Burning","Conservation","Cropland","traditional","Burning","Burning","Sugarcane",NA,NA,"diversity","Abundance",256,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Page_7","Srikanth et al. 1997; Sajjad et al. 2012",NA,NA,1,"Conservation"
20,"Roy.S","Review","Soil Arthropods in Maintaining Soil Health: Thrust Areas for Sugarcane Production Systems","S. Roy; M. M. Roy; A. K. Jaiswal; A. Baitha",6,"NA",NA,NA,NA,NA,NA,NA,NA,"Sugar","Sugarcane","Sugar Crops","Animal","Arthropoda","Insecta","Coleoptera",NA,NA,NA,"Burning","Conservation","Cropland","traditional","Burning","Burning","Sugarcane",NA,NA,"diversity","Abundance",259,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Page_7","Srikanth et al. 1997; Sajjad et al. 2012",NA,NA,1,"Conservation"
3,"Verret.V","Meta-Analysis","Can legume companion plants control weeds without decreasing crop yield? A meta-analysis","V. Verret; A. Gardarin; E. Pelzer; S. Mediene; D. Makowski; M. Valantin-Morison",34,"476","1984-2015",NA,"Argentina_Austria_Canada_Denmark_East.Timor_Estonia_France_Germany_Iran_Italy_Japan_Lithuania_Mexico_Nigeria_Norway_Sweeden_USA",".",".",".","Fixed_effects","Cereals_grains","Maize","Cereals","Plantae","Weed",NA,NA,NA,NA,NA,"Conventional_Weeded.vs.Cover_crop","Conventional_Weeded","Cropland","Conservation","Cover_crop","Cover_crop","Maize","No",NA,"biomass","Biomass_ratio",23,"LRR",34,0.725635593,NA,NA,NA,0.224295227,NA,NA,"Fig.4_b","Verret.V_Fig-4_b.PNG",NA,NA,34,"Conservation"
99,"Mandal.A","Review","Impact of genetically modified crops on rhizosphere microorganisms and processes: A review focusing on Bt cotton","A. Mandal; B. Sarkar; G. Owens; J. K. Thakur; M. C. Manna; N. K. Niazi; S. Jayaraman; A. K. Patra",26,"NA",NA,NA,NA,NA,NA,NA,NA,"Oils_fats","Cotton","Oil crops","Microbes",NA,NA,NA,NA,NA,NA,"Bt.vs.Conventional","Conventional","Cropland","Transgenic","Bt","Bt","Bt_Cotton",NA,NA,"unclassified","Population_dynamics",158,"Percentage_change",1,0,100,NA,NA,NA,NA,NA,"Page_6","(Sarkar et al., 2009).",NA,NA,1,"Conventional"
